Reference, Value, Footprint, Datasheet, Part URL
"D64","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D70","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D76","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D82","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D88","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D3","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D9","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D15","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D21","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D27","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D33","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D39","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D45","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D51","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D57","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D63","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D69","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D75","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D81","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D87","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D2","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D8","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D14","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D20","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D26","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D32","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D38","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D44","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D50","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D56","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D62","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D68","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D74","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D80","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D86","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D85","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D79","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D73","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D67","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D61","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D55","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D49","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D43","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D37","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D31","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D25","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D19","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D13","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D7","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
"D1","1N4148WS","Diode_SMD:D_0603_1608Metric","https://datasheet.lcsc.com/lcsc/1811131825_Shikues-1N4148WS_C110221.pdf","https://lcsc.com/product-detail/Switching-Diode_Shikues-1N4148WS_C110221.html"
